taskSize,taskType,priority,resourceLoad,startupOverhead,actualTime
2,2,5,9.69,6.0,7.533
1,3,2,11.84,3.14,4.856
1,3,1,17.19,7.9,12.118
1,2,5,19.99,9.86,12.078
1,2,4,15.82,5.48,4.151
1,2,1,6.63,0.99,2.516
1,1,1,33.1,4.95,4.811
2,2,1,13.14,2.17,7.871
1,1,3,16.73,5.86,7.679
2,1,2,52.93,5.28,15.913
1,1,2,9.69,7.11,6.626
2,1,2,7.09,0.37,3.761
1,3,4,35.18,5.37,3.992
1,1,4,9.48,0.34,0.815
2,1,2,32.5,0.41,3.036
2,1,1,69.22,2.57,16.939
1,2,2,40.79,5.44,4.627
1,1,2,15.04,5.22,8.517
2,2,1,22.92,6.63,13.423
3,3,1,18.73,5.43,26.228
2,2,3,3.83,9.63,17.704
1,1,1,55.94,8.14,9.332
1,2,3,5.29,5.32,4.861
1,1,1,8.57,0.2,0.905
1,2,2,34.77,5.74,5.193
1,3,2,34.33,6.19,7.555
2,3,3,29.68,3.45,7.807
1,3,3,8.52,1.36,2.278
2,1,1,2.95,6.73,12.094
2,3,1,14.65,4.86,12.276
2,1,2,13.91,2.36,5.467
1,1,5,12.28,7.0,6.039
1,2,1,48.36,9.94,18.643
1,2,1,27.41,9.31,7.721
1,2,2,29.34,6.81,9.321
1,3,5,40.98,4.44,8.603
1,3,2,41.19,7.92,10.106
1,2,3,2.98,8.03,10.812
1,2,2,31.92,2.35,5.779
3,1,2,26.01,9.39,21.837
2,1,2,35.91,1.12,4.368
1,1,2,45.71,5.73,8.031
3,1,1,24.18,2.56,26.288
1,3,1,16.0,7.44,7.441
1,2,4,69.16,8.89,11.766
2,2,2,15.59,1.57,11.173
1,1,1,25.19,4.56,6.813
1,2,1,54.92,4.49,8.237
1,2,4,41.97,3.74,5.812
1,1,3,21.89,7.55,8.214
2,1,2,11.52,4.55,6.17
1,2,4,30.02,9.24,8.428
1,1,1,9.02,3.92,5.622
1,2,5,3.41,0.22,0.901
1,3,2,2.13,3.24,3.775
1,1,1,62.24,1.89,2.007
2,1,1,19.28,8.86,13.066
2,2,1,16.88,2.06,7.562
1,1,1,12.37,3.93,3.95
2,2,2,37.96,4.41,15.323
1,1,1,36.5,3.55,3.007
1,1,2,5.78,0.25,0.61
1,2,4,37.9,3.32,4.533
1,3,3,1.39,1.23,1.951
2,1,5,36.65,2.03,3.014
3,1,3,8.55,0.23,14.822
1,1,2,49.96,1.55,3.254
1,1,1,51.31,1.98,3.688
2,1,5,35.78,8.56,14.228
1,1,2,14.38,2.1,1.686
1,3,1,17.02,0.27,0.748
3,3,3,22.43,9.72,25.725
2,2,3,43.95,0.25,5.574
3,3,2,6.34,5.51,33.452
1,2,2,35.63,3.96,7.054
1,3,4,60.69,7.0,11.866
1,3,1,24.13,0.44,0.863
3,2,4,5.86,6.26,25.147
1,1,3,34.23,6.14,5.695
1,2,1,29.75,5.01,6.517
1,3,1,50.44,2.78,4.396
2,1,1,31.42,8.84,10.512
2,1,4,21.39,1.48,3.557
2,1,2,3.3,2.71,4.821
1,2,1,24.56,2.28,3.35
2,3,2,26.15,8.47,13.687
1,1,1,15.89,3.08,3.646
1,1,4,64.04,8.2,8.312
1,1,1,39.02,0.27,1.176
1,3,1,39.67,2.56,2.776
1,1,2,24.89,7.34,8.915
3,3,1,14.07,7.52,35.664
1,1,4,11.23,2.25,2.086
1,1,2,10.92,5.39,6.296
2,1,2,39.03,3.11,6.931
2,1,1,40.53,2.42,6.209
1,3,2,43.98,1.28,2.207
2,1,1,39.36,6.4,7.618
1,2,4,16.49,3.26,3.641
1,3,2,32.24,1.11,2.448
2,2,4,24.67,4.56,6.765
1,3,1,10.15,4.05,6.91
1,1,2,69.49,9.81,25.095
1,2,2,12.05,2.07,3.552
1,2,2,36.81,4.58,6.388
1,3,1,24.81,9.45,12.154
3,2,2,31.73,4.37,44.046
1,2,5,42.41,9.82,10.791
2,1,1,21.73,2.16,5.772
1,2,2,25.43,4.24,6.833
2,3,1,50.1,6.33,8.281
1,1,1,26.4,3.83,2.98
1,1,1,29.38,7.94,6.941
1,1,1,65.04,9.55,8.521
1,3,1,37.94,2.18,2.689
3,1,2,22.36,8.82,13.964
2,1,4,38.13,4.19,4.671
2,3,4,50.4,9.22,8.495
1,1,1,33.5,9.69,17.843
1,3,1,14.68,7.79,8.028
2,2,4,55.09,4.15,8.639
2,2,2,5.02,7.82,16.939
1,1,2,37.84,4.3,4.182
2,1,1,22.51,8.95,12.72
1,1,5,48.11,8.42,7.467
3,1,5,52.4,8.38,22.877
1,2,4,7.97,3.82,5.844
1,1,2,35.35,8.16,7.338
2,3,3,17.59,8.62,17.06
1,2,1,28.18,0.4,2.581
1,1,1,12.9,6.48,5.846
1,2,1,38.97,1.63,3.754
1,1,2,50.21,3.64,4.734
3,1,1,15.01,8.13,26.019
2,1,4,27.37,3.6,4.965
1,1,5,15.36,4.75,6.246
3,2,2,15.06,7.67,47.137
2,1,2,54.37,4.14,9.425
2,1,3,50.41,3.71,9.751
1,3,2,41.74,8.76,10.167
1,1,2,1.06,4.75,5.909
1,1,3,7.5,8.55,8.46
1,1,1,48.76,0.4,1.6
2,2,3,30.08,3.89,12.6
1,2,1,26.66,7.47,7.518
1,1,2,48.31,5.58,5.776
2,1,1,26.62,4.32,9.892
1,2,5,39.71,5.38,5.027
1,1,3,38.4,2.97,3.988
2,1,1,7.6,6.98,10.031
2,2,1,9.76,9.96,13.452
1,2,1,33.65,3.57,3.25
3,1,2,7.71,3.51,26.714
2,2,3,67.07,9.18,11.222
2,1,2,25.0,8.58,12.961
1,1,3,47.47,2.86,4.107
2,3,1,8.97,3.77,9.026
2,1,3,5.58,1.18,3.913
1,2,3,41.91,8.38,8.536
3,1,3,53.22,5.9,37.198
3,3,1,23.27,5.17,20.06
1,2,1,28.22,8.08,7.18
2,1,2,38.43,9.29,8.403
1,1,3,23.88,8.8,4.804
2,2,1,25.35,2.8,8.197
2,3,1,32.26,7.9,12.324
1,2,1,7.58,7.23,8.98
1,2,1,13.33,8.47,10.09
1,3,4,16.03,2.32,1.811
3,1,1,16.2,8.17,18.687
1,1,1,29.66,6.94,10.962
2,3,1,11.3,6.66,9.105
1,3,1,23.83,8.07,9.441
1,1,1,32.87,5.95,9.916
3,1,1,39.93,2.94,22.163
1,1,1,31.56,0.91,1.646
1,2,1,20.61,9.95,10.757
1,2,1,20.44,0.69,2.386
1,2,3,33.49,6.74,9.994
1,3,2,20.38,1.22,2.376
1,1,1,33.51,2.73,1.729
2,3,2,26.07,0.9,3.5
1,1,4,10.48,5.44,6.127
1,1,1,6.44,9.78,12.427
1,3,2,6.2,2.84,4.161
1,3,1,49.08,7.34,13.681
3,3,1,51.58,4.59,30.217
1,3,2,6.09,6.46,7.726
1,1,3,33.55,3.47,2.473
1,1,3,16.96,2.58,2.676
3,1,1,25.01,5.25,15.377
2,1,2,15.59,4.81,10.547
2,3,1,6.28,5.9,14.633
3,2,2,30.93,2.43,47.982
2,1,3,25.88,4.48,5.714
3,2,1,33.71,2.68,37.234
1,2,2,12.55,0.21,1.658
2,1,1,22.03,1.73,4.871
2,3,3,19.42,3.77,7.038
3,2,1,51.98,7.77,72.708
1,2,1,47.13,9.09,9.791
2,1,4,9.21,4.22,8.711
1,2,1,21.56,3.66,4.015
2,1,2,34.17,4.63,7.61
1,2,1,45.46,2.66,3.925
1,1,5,38.3,3.2,2.762
2,1,3,14.76,5.33,7.507
1,1,1,31.77,3.11,2.85
1,3,3,62.58,0.39,1.418
1,1,1,13.37,1.33,2.669
2,1,1,21.26,5.95,9.895
2,2,3,43.96,1.12,5.408
2,3,1,11.08,7.86,11.274
1,2,1,23.61,0.41,0.958
2,3,2,18.86,0.22,5.412
2,3,2,6.18,3.83,10.264
1,3,3,51.91,5.71,4.93
1,1,1,12.3,3.56,6.261
1,1,1,22.95,1.16,2.169
1,1,4,38.18,7.95,10.469
1,3,2,16.67,8.79,7.363
1,3,2,1.99,4.45,7.098
1,1,2,12.18,3.66,4.782
1,2,2,62.97,5.88,8.36
1,1,2,20.38,7.73,11.141
2,3,1,7.11,8.43,9.966
1,1,2,24.26,2.43,2.038
1,2,2,39.41,0.13,1.678
2,2,3,17.23,1.75,7.865
1,1,5,15.42,3.13,3.453
1,3,1,51.52,8.79,8.358
1,1,3,22.91,2.28,2.233
1,2,2,69.54,2.75,3.351
1,1,2,26.96,3.73,5.094
1,1,1,51.05,9.5,9.766
1,1,3,9.64,1.84,2.723
1,2,2,25.21,3.68,3.756
3,2,3,7.04,2.2,16.855
1,1,4,33.57,0.37,1.231
1,3,1,44.72,0.59,1.267
1,1,2,58.55,1.15,1.586
2,2,2,6.81,6.85,8.063
2,3,3,21.71,1.33,5.63
2,3,1,24.74,5.83,12.512
1,2,3,26.67,0.79,1.942
1,1,4,17.22,4.39,6.221
2,2,2,50.03,9.17,20.258
1,2,1,4.21,2.27,2.861
3,2,5,27.31,4.14,20.047
1,2,2,13.83,8.07,7.766
1,3,2,24.39,2.9,4.536
1,2,1,33.61,7.13,7.79
1,3,3,29.13,0.19,0.706
2,3,1,40.94,4.38,11.61
1,2,1,34.07,5.94,5.752
1,1,2,39.16,7.77,9.595
2,2,1,15.56,1.7,7.402
2,2,2,40.96,4.23,15.169
2,2,2,31.35,7.72,15.056
3,1,3,29.55,0.78,10.581
2,1,2,13.42,9.41,11.409
1,2,3,41.0,2.04,2.242
2,2,2,29.11,5.37,14.308
3,3,1,42.1,3.41,30.557
1,1,1,14.12,6.75,6.817
2,1,2,39.99,8.31,11.607
1,2,1,31.98,4.99,5.119
2,3,3,58.18,9.69,8.295
1,1,2,42.4,6.94,5.445
2,1,1,30.12,5.14,7.309
1,3,1,14.55,8.07,7.344
1,1,2,68.01,1.13,3.075
1,1,1,7.72,3.1,4.487
2,3,2,24.22,5.93,8.889
1,3,5,11.62,3.4,4.726
2,1,2,15.06,6.94,10.412
1,3,5,30.24,5.97,4.825
1,3,2,27.39,8.77,9.537
1,3,1,34.85,6.67,4.921
3,1,1,25.4,8.97,30.775
1,2,1,58.34,9.06,12.618
2,1,1,30.43,6.87,15.891
1,1,1,21.77,4.26,4.267
2,2,1,12.02,8.25,10.847
1,1,1,14.06,7.96,10.902
1,1,3,20.08,9.38,10.48
1,2,1,30.37,7.79,9.79
1,1,4,39.21,1.48,2.728
1,3,2,28.34,6.58,4.808
1,3,4,7.7,1.06,1.34
1,1,1,22.07,1.84,2.348
3,2,1,31.48,9.63,44.644
1,3,3,30.33,0.14,0.523
3,2,4,52.88,7.94,29.067
1,2,4,33.01,3.66,6.384
1,1,5,45.23,9.36,11.945
1,3,1,2.72,6.99,5.683
1,1,1,37.73,5.6,4.308
1,3,4,25.7,9.07,15.885
2,1,5,5.09,7.4,9.031
2,2,2,48.96,8.5,7.296
1,2,2,13.67,2.96,3.738
1,1,2,25.8,0.87,2.07
1,3,3,11.97,0.2,0.982
2,1,2,19.79,4.36,5.718
1,1,1,24.5,0.62,0.817
1,3,1,30.49,9.05,7.571
1,1,2,8.51,2.42,2.237
1,1,3,20.31,5.51,8.683
2,1,5,13.2,9.36,8.922
1,1,1,24.3,2.9,4.747
1,3,1,23.38,6.76,5.9
3,2,1,5.9,1.38,24.552
3,1,1,50.54,2.48,27.373
1,2,1,12.23,7.07,9.572
1,2,1,37.37,3.26,4.414
2,3,3,9.27,5.9,9.592
1,2,3,22.74,4.8,6.926
1,1,2,5.5,0.2,0.915
1,3,1,21.78,8.2,17.574
1,1,1,28.69,7.53,11.788
3,3,1,46.28,9.17,75.699
2,1,1,36.79,1.32,4.05
3,2,5,20.75,5.65,23.633
2,1,2,20.12,2.88,5.733
2,3,2,28.44,5.92,7.785
2,1,3,28.29,7.09,10.499
2,3,1,25.81,8.35,10.82
1,3,4,44.0,2.39,3.814
1,1,5,13.57,0.28,0.472
1,1,2,7.8,9.28,14.166
1,3,1,9.99,4.49,6.037
1,2,4,10.81,6.46,7.299
1,3,2,26.51,7.8,13.615
1,2,4,34.12,1.09,2.508
1,2,2,57.01,6.22,4.482
1,1,1,4.27,8.63,11.101
1,2,1,48.23,8.46,11.785
1,3,1,31.6,2.18,2.451
3,2,1,27.44,9.57,51.112
1,3,3,22.61,5.62,5.467
1,1,2,26.24,1.49,1.456
1,3,2,17.3,2.7,3.57
2,2,3,13.7,9.84,14.291
2,1,1,16.97,5.86,6.12
1,2,1,28.18,3.08,5.141
1,2,3,37.24,8.99,9.172
2,3,3,21.32,3.84,3.589
3,2,2,24.33,2.04,30.911
1,1,1,42.53,2.76,2.905
1,3,1,22.66,0.23,1.418
1,1,1,27.59,1.73,2.983
1,2,1,48.66,0.72,1.861
2,2,5,58.89,2.09,5.542
3,1,2,21.26,1.91,19.119
3,1,1,10.26,5.53,19.471
2,2,2,7.15,6.29,10.488
1,3,2,18.71,6.16,9.35
3,3,1,9.42,5.99,22.415
1,3,1,61.39,6.12,7.756
1,1,2,45.83,2.02,3.315
2,1,3,32.26,9.45,15.416
1,1,2,45.72,1.9,3.321
2,3,2,29.66,3.16,6.542
3,1,1,19.19,9.92,42.766
2,2,1,26.48,5.23,12.265
2,3,1,50.49,2.81,9.405
1,2,3,13.91,0.56,1.442
1,1,2,39.24,9.57,8.458
2,1,3,21.08,2.73,4.308
1,2,4,16.08,6.62,8.77
3,1,1,16.14,5.38,21.813
1,2,2,14.23,2.61,3.65
1,1,1,30.31,8.03,8.279
1,3,1,32.48,8.62,9.709
2,3,1,11.83,9.65,20.809
2,2,2,46.88,6.83,12.462
3,1,3,74.82,4.78,24.804
1,1,4,7.43,2.9,4.075
1,1,1,0.29,6.3,6.909
1,3,4,36.12,0.99,1.968
1,1,2,46.63,0.38,1.586
1,1,1,46.62,5.24,5.63
1,2,1,30.25,5.99,10.053
1,3,4,15.26,6.91,8.972
1,1,2,29.95,0.56,1.376
2,2,1,4.6,0.59,6.93
2,3,1,38.05,7.44,11.188
1,1,3,15.48,8.88,13.101
1,3,3,7.35,7.62,7.598
2,1,1,8.16,9.63,13.538
2,2,3,17.0,2.46,4.022
2,1,1,22.73,1.32,4.555
1,1,1,56.16,7.42,9.758
1,2,2,32.44,2.82,3.969
3,1,3,9.79,4.04,16.022
1,2,4,71.21,6.22,4.001
1,1,3,17.65,9.21,7.195
3,2,1,68.18,6.57,79.686
1,1,1,25.24,2.95,4.613
2,2,3,12.39,5.39,11.239
2,1,2,9.69,4.7,7.894
1,2,1,16.66,2.21,3.596
2,1,1,42.77,1.68,6.425
1,1,1,27.79,8.56,13.667
2,1,3,40.96,7.92,7.052
3,2,1,34.01,0.52,38.687
2,1,3,62.97,6.32,11.734
1,2,2,9.13,7.16,6.691
2,1,1,47.62,0.97,5.446
3,3,1,12.56,0.18,21.055
2,1,1,14.75,9.62,8.334
2,1,1,25.23,7.58,13.384
1,2,3,3.92,3.2,3.244
2,1,1,46.35,0.63,3.974
1,2,4,46.63,0.97,1.808
1,2,1,9.84,4.28,4.505
3,2,2,8.31,6.61,33.897
3,1,1,64.89,7.83,39.071
3,1,1,29.16,9.38,28.713
1,1,1,7.38,0.47,1.014
1,1,2,28.14,9.4,15.367
1,2,2,54.13,0.77,4.575
1,2,2,14.64,8.06,8.773
2,3,1,22.16,7.58,13.439
1,2,1,24.82,6.55,8.15
1,2,1,58.87,1.9,5.581
1,2,4,53.47,9.99,12.692
1,1,2,18.24,0.65,1.46
2,1,2,20.54,8.43,20.403
2,1,1,26.48,7.13,12.993
1,1,3,28.84,7.58,8.837
1,3,1,29.72,8.4,8.815
1,3,1,47.98,3.85,3.27
1,1,1,33.97,7.03,6.599
3,1,5,58.38,2.39,14.808
2,3,2,37.4,5.98,11.192
1,2,2,47.93,0.26,1.256
2,1,3,11.77,4.71,4.701
1,3,2,28.24,9.45,9.077
1,2,1,23.53,6.46,7.496
1,1,2,4.65,4.12,4.982
1,2,1,32.91,8.66,10.539
1,3,1,1.34,0.45,1.363
2,2,1,42.72,4.85,15.606
3,2,1,40.6,4.44,36.326
1,1,2,7.41,2.41,3.326
2,2,2,21.72,6.7,11.486
1,2,3,23.62,1.91,2.161
1,1,1,12.46,8.7,9.681
1,1,1,33.73,5.96,12.8
1,2,4,28.95,1.74,3.082
1,2,5,6.32,5.85,7.001
3,3,3,40.68,7.59,16.842
2,3,5,6.96,9.68,12.752
1,2,1,15.7,9.78,9.888
2,3,3,16.69,9.16,12.864
1,2,1,21.46,2.51,3.579
2,1,1,29.58,4.76,8.869
1,1,1,17.29,3.36,4.755
1,1,4,50.02,1.6,2.837
2,1,1,10.67,2.83,6.352
1,1,1,12.46,9.03,13.392
1,2,1,15.29,1.54,3.767
1,3,4,49.81,2.55,2.085
1,2,3,16.74,1.36,2.061
1,3,1,12.82,7.35,5.928
2,1,1,49.17,7.02,12.242
2,1,1,22.61,6.95,20.945
1,1,2,6.66,7.64,5.925
1,2,5,48.08,1.45,2.856
2,1,1,14.94,8.35,9.617
2,1,1,3.33,3.0,7.41
2,1,2,57.83,6.21,12.437
1,2,2,43.43,2.04,3.908
1,3,2,10.38,9.04,8.691
1,1,4,49.92,2.96,5.721
1,1,3,42.2,3.07,4.465
1,1,2,10.8,8.28,9.091
1,2,4,18.42,7.52,12.134
2,1,1,37.04,4.34,4.915
1,1,2,18.04,5.28,5.701
2,1,2,13.19,0.11,1.803
1,1,2,30.8,9.07,10.947
1,1,2,46.2,1.0,1.18
2,2,1,23.01,3.77,9.661
2,3,1,66.08,2.13,7.588
1,3,1,4.01,0.47,1.343
2,1,3,20.4,5.35,9.627
1,3,2,26.13,7.45,12.802
1,2,4,21.76,5.84,5.765
2,1,1,49.47,3.41,6.203
2,1,1,56.93,6.91,10.89
1,1,2,15.96,3.96,5.045
3,3,3,60.35,9.59,37.405
2,3,1,23.94,7.05,15.546
2,1,1,14.62,3.08,5.493
1,2,1,24.86,6.48,4.174
1,1,1,29.71,1.34,1.933
1,2,1,4.62,8.08,7.351
2,1,4,25.37,5.28,6.831
1,1,5,24.8,0.59,0.822
2,2,3,51.66,1.81,13.558
1,1,2,1.29,5.35,5.42
2,1,1,4.85,8.39,12.345
2,3,1,26.41,8.77,18.709
2,1,1,26.78,8.76,13.95
2,1,1,24.42,7.68,13.429
2,1,2,11.51,6.16,9.731
1,2,1,26.15,1.73,4.825
2,1,4,29.31,1.64,3.378
3,3,1,7.95,7.82,36.892
1,1,1,13.54,2.11,2.51
1,2,4,46.76,5.13,4.724
3,1,4,6.8,4.59,11.457
1,1,1,41.43,1.03,1.938
1,1,3,8.58,6.31,9.378
1,1,1,4.14,1.76,2.309
1,2,1,45.27,4.3,13.193
1,3,1,15.08,1.88,1.927
1,3,2,64.25,5.58,7.521
3,2,1,7.69,1.29,46.722
1,1,1,22.02,4.48,3.733
1,1,1,30.77,2.94,3.464
2,1,1,6.62,7.69,8.48
2,1,1,69.35,1.25,6.248
1,2,5,5.85,9.08,10.418
1,2,1,16.85,9.21,10.058
2,2,3,24.71,4.91,5.759
2,1,3,52.57,0.41,4.519
1,1,2,34.29,3.41,3.705
1,3,4,30.27,2.31,2.936
2,1,2,28.66,1.3,3.193
2,3,4,23.99,2.12,4.863
1,1,2,33.7,3.61,4.876
2,1,1,13.36,8.56,13.003
2,2,1,50.11,9.73,20.502
2,1,1,10.73,1.5,4.426
2,3,4,17.13,1.94,4.351
2,1,4,15.1,8.16,7.377
1,1,1,25.99,7.23,6.448
1,1,1,32.32,2.72,2.49
2,1,1,15.62,8.7,16.745
2,2,2,14.83,7.72,11.58
1,1,1,35.97,9.86,14.303
1,2,1,38.28,8.58,12.138
2,1,4,31.47,3.62,6.884
2,3,2,34.88,1.77,7.403
1,2,3,9.02,2.97,2.988
1,3,1,25.64,5.29,5.914
1,1,2,21.46,4.58,5.411
3,2,2,71.96,1.84,50.008
2,2,3,23.62,4.78,10.177
1,1,4,19.8,6.62,8.697
1,1,1,42.87,1.25,1.599
2,2,2,16.92,7.45,16.763
1,1,2,24.64,6.68,8.206
3,1,2,35.28,0.95,19.49
1,2,2,17.12,0.24,1.741
1,1,1,10.64,9.8,9.071
1,1,1,27.89,3.31,5.382
1,1,4,16.81,6.85,8.438
2,1,2,36.12,1.45,5.795
2,3,3,20.01,4.97,6.538
1,3,2,33.53,4.45,7.877
1,1,4,36.75,6.63,6.615
2,1,2,2.46,5.77,7.92
2,3,4,48.43,9.32,11.499
1,2,2,10.45,6.04,5.127
1,1,2,13.87,8.05,8.553
1,3,1,18.87,1.9,2.838
1,3,1,50.95,4.3,3.932
2,1,1,8.38,6.55,10.783
1,3,1,18.0,8.55,7.492
1,2,2,15.3,2.18,2.863
2,3,2,37.56,6.92,15.038
1,1,4,25.49,6.29,10.05
1,1,2,23.87,3.68,4.962
1,2,1,42.11,2.59,5.734
3,1,5,5.31,2.03,15.865
2,2,1,62.68,7.65,23.343
1,2,1,29.69,3.15,5.513
2,1,5,12.76,7.13,11.763
1,3,2,29.91,1.07,1.897
1,1,1,6.47,5.85,7.825
1,3,2,5.34,7.8,13.019
1,2,1,52.26,2.93,4.228
1,1,2,36.81,4.87,5.423
3,3,2,61.77,2.84,32.318
1,1,2,51.22,7.81,8.062
2,1,1,22.55,3.54,8.699
2,1,1,31.2,2.75,7.709
1,2,2,9.86,0.7,1.392
1,3,2,3.82,10.0,8.039
1,2,1,34.33,4.42,8.747
1,1,2,28.3,9.44,13.598
1,3,5,27.97,2.6,4.91
3,2,1,14.94,2.28,31.649
2,2,1,23.53,3.03,10.792
1,2,2,60.76,3.89,12.076
1,1,2,28.59,4.18,4.997
1,2,2,11.71,1.36,2.773
3,1,1,16.3,8.58,36.421
1,1,2,51.09,6.9,12.201
1,1,1,21.26,7.37,8.468
2,3,3,41.65,3.74,5.978
1,3,1,13.26,4.98,5.678
1,1,5,31.78,1.47,2.243
2,1,1,29.87,8.82,15.08
1,1,4,24.23,2.88,4.31
1,1,1,6.27,9.07,8.319
1,2,2,36.38,4.65,8.24
1,2,4,28.27,0.44,1.602
3,1,1,44.98,6.14,36.387
1,1,1,0.4,2.38,2.966
2,2,1,10.22,9.71,12.395
1,1,5,15.45,7.8,6.997
2,2,2,19.4,5.79,12.943
3,2,2,14.4,4.18,30.588
1,2,1,7.17,2.05,3.079
3,2,4,26.4,0.25,23.729
2,3,1,3.67,9.49,16.187
2,2,2,37.13,6.73,20.08
1,3,2,40.19,7.96,7.387
2,2,1,23.15,3.29,15.724
1,1,2,4.53,1.35,2.287
3,1,2,16.86,3.07,16.116
3,1,2,64.09,5.39,23.885
1,2,3,16.5,8.11,9.704
3,2,1,11.33,1.31,34.778
2,1,4,54.48,4.44,9.47
1,1,5,24.0,4.32,5.697
1,1,1,45.83,8.15,11.251
1,1,4,35.23,5.14,5.082
1,2,2,11.92,1.68,3.147
1,1,2,56.79,2.06,3.096
3,1,5,33.85,9.56,17.7
1,2,1,29.14,1.93,2.606
2,3,4,19.51,0.95,3.824
2,3,2,4.09,4.07,6.526
2,1,3,32.26,1.26,3.537
1,1,4,22.86,2.99,3.942
1,3,1,37.96,7.04,6.663
2,3,2,18.22,4.23,10.407
1,2,2,57.49,9.85,5.143
1,2,1,46.2,2.02,2.956
2,2,1,3.03,1.69,9.839
1,2,2,24.01,9.38,13.689
1,3,2,41.66,1.05,2.004
1,2,2,40.67,3.7,4.727
1,2,2,12.28,3.23,3.58
2,3,4,8.0,5.8,10.243
1,3,3,44.35,2.25,4.21
3,1,1,48.62,1.36,31.72
2,3,1,46.25,9.86,11.703
1,1,2,13.88,8.82,10.212
1,1,1,22.59,5.09,3.991
1,1,4,10.72,4.21,5.985
3,1,3,25.39,6.41,16.92
2,1,4,25.59,6.21,9.138
1,3,1,11.18,5.58,6.484
1,1,1,34.44,7.66,6.66
1,3,2,41.79,6.59,4.562
1,1,3,21.8,7.8,13.641
1,1,2,24.21,8.54,3.213
1,1,1,35.76,5.53,5.879
2,2,2,49.84,0.41,8.956
1,3,2,21.41,3.81,2.92
1,1,3,27.93,7.73,9.958
2,1,2,17.29,9.19,14.51
3,3,2,23.97,7.62,38.727
1,2,2,31.45,0.38,1.855
3,1,2,42.52,2.97,20.747
1,1,2,11.92,9.81,11.179
2,2,5,35.25,9.83,14.535
1,1,1,8.8,6.82,6.08
2,2,4,32.76,4.7,8.181
1,3,2,10.57,2.31,3.813
3,1,2,31.34,9.23,24.927
3,2,3,17.14,4.92,21.813
1,3,2,26.13,4.25,4.904
1,1,2,22.11,3.53,2.973
1,1,3,50.34,3.33,4.687
1,2,2,28.04,0.18,1.971
2,2,5,50.53,3.16,9.858
2,1,4,12.25,7.37,12.747
1,3,2,31.86,8.71,11.369
1,1,3,67.58,9.72,17.854
3,1,2,51.62,5.24,27.623
1,1,2,32.14,9.12,10.217
2,3,1,35.63,2.59,5.462
1,1,4,38.65,3.12,5.727
1,2,2,39.03,8.54,10.033
1,3,2,47.87,8.44,14.84
1,1,1,10.08,9.29,13.994
2,1,1,9.03,1.23,5.605
1,3,1,39.44,1.6,2.293
2,1,1,32.21,5.81,10.12
2,1,2,62.71,2.47,10.404
1,2,2,18.64,0.72,1.604
1,2,1,49.94,1.82,3.368
2,1,2,54.76,3.33,11.48
2,3,2,48.15,2.38,5.431
1,2,1,45.99,7.24,15.109
1,1,3,15.95,2.04,2.795
2,1,4,8.47,8.04,10.765
1,2,2,14.94,3.1,3.789
2,1,3,70.04,4.7,10.862
1,1,5,21.63,1.24,2.396
2,1,5,74.3,8.14,5.54
1,2,2,17.87,8.93,9.37
2,1,1,13.11,4.45,7.651
1,1,1,16.22,1.5,1.5
1,2,2,42.08,0.88,1.948
1,3,4,18.56,2.37,3.208
2,1,3,6.76,5.25,7.454
1,2,3,38.85,2.14,4.117
1,1,1,25.04,1.22,1.704
2,1,3,16.72,9.16,13.076
1,1,2,20.98,7.83,9.738
1,3,3,41.71,3.38,4.915
2,1,1,23.75,2.62,8.808
2,3,3,39.15,5.01,5.694
2,1,1,25.27,6.18,10.547
1,2,1,48.78,4.37,4.162
1,2,5,58.9,9.17,12.715
2,2,3,11.33,1.12,4.257
1,3,2,26.15,2.77,5.074
2,3,2,6.21,8.88,9.461
1,3,1,14.29,0.45,1.536
3,1,4,24.35,0.11,10.329
2,2,2,8.03,8.84,17.775
1,3,2,21.61,8.99,7.292
1,1,2,57.45,8.97,13.257
1,1,1,4.01,4.5,4.907
1,1,2,50.8,1.94,2.481
2,2,1,19.99,6.64,10.205
1,1,4,69.78,3.38,3.724
1,1,1,30.39,5.07,4.557
1,1,2,19.88,7.35,8.674
2,2,2,12.63,1.85,6.708
1,1,1,46.02,4.94,2.531
1,3,5,22.19,5.45,6.564
3,2,2,14.33,9.63,35.677
1,1,2,12.33,6.47,10.236
1,2,3,18.94,4.73,7.967
3,1,3,62.43,1.06,42.904
1,2,1,17.41,7.36,9.952
3,3,2,57.0,8.51,48.948
2,2,3,10.02,9.51,7.263
2,1,1,21.7,8.12,12.942
1,1,2,22.91,4.81,3.999
1,2,3,40.97,6.85,7.017
1,1,3,17.99,2.57,3.057
1,2,2,48.53,3.27,4.074
1,1,1,36.54,4.48,5.837
1,3,1,42.41,4.52,4.617
2,1,3,43.29,3.11,5.311
1,2,5,29.05,9.71,14.62
2,1,2,51.79,7.75,10.566
3,1,4,4.25,3.48,13.479
2,1,2,6.71,3.45,5.971
2,2,1,60.35,5.95,11.922
2,3,1,44.08,1.91,4.235
1,1,3,15.87,6.12,7.797
1,3,2,42.59,8.13,12.608
3,1,4,26.31,8.96,16.838
2,3,1,51.67,0.69,9.808
2,1,4,31.26,7.95,11.832
3,2,3,44.52,8.18,30.091
1,2,4,63.27,2.05,4.654
1,1,3,56.75,1.4,1.515
2,3,2,17.1,8.41,11.809
1,3,3,33.25,2.4,2.105
1,1,2,30.86,1.88,2.588
2,1,4,15.97,4.24,6.387
