taskSize,taskType,priority,resourceLoad,actualTime
2,2,2,22.36,3.434
2,3,2,52.13,7.088
1,1,2,28.5,0.573
1,3,1,16.07,0.754
1,2,1,61.65,1.969
1,1,1,32.91,1.229
1,1,2,29.66,0.636
2,2,1,24.37,4.557
1,2,2,77.93,3.344
1,2,1,37.74,3.594
3,1,4,43.04,21.183
1,1,1,74.48,1.4
1,2,1,1.83,0.922
1,3,2,45.63,0.782
1,1,3,31.61,0.657
1,2,1,38.56,1.3
2,1,1,35.71,4.955
1,1,1,13.18,0.69
1,2,2,10.49,1.724
1,3,1,6.14,0.526
2,2,1,66.18,12.311
1,2,5,16.38,0.53
2,1,1,47.74,5.164
1,1,1,4.62,0.461
1,2,2,40.9,1.128
1,2,1,44.89,2.038
1,1,1,47.47,1.209
1,3,2,51.97,1.156
2,3,1,18.78,3.131
1,1,2,42.06,1.02
1,1,3,42.82,0.732
1,1,2,40.77,0.908
1,3,3,30.81,0.694
1,1,1,43.54,0.885
1,1,2,23.24,0.512
1,3,3,10.39,0.562
1,1,2,5.64,0.747
1,3,1,15.38,1.069
1,3,1,42.82,0.624
1,1,1,24.47,0.634
1,2,1,35.12,1.664
3,2,4,38.41,35.614
1,2,2,3.0,1.258
2,2,1,13.09,5.197
1,2,2,10.59,0.957
1,3,2,19.5,0.564
1,2,3,19.3,1.057
1,3,1,5.48,0.991
2,2,2,21.43,5.758
2,3,4,10.35,4.805
1,1,3,12.0,0.475
2,1,1,6.7,1.821
1,1,3,35.04,0.535
1,1,1,51.09,1.186
2,3,1,19.3,6.922
1,1,1,3.35,0.52
1,1,5,12.85,0.332
3,2,1,47.33,37.888
3,3,2,17.52,18.136
2,1,2,25.19,2.866
1,3,1,21.32,0.906
2,1,1,24.18,4.273
1,1,1,22.72,0.802
1,1,2,25.99,0.631
1,3,1,49.7,1.373
3,1,1,23.24,23.231
3,1,1,35.85,25.058
2,1,1,12.72,2.64
1,2,1,19.59,1.818
1,1,1,32.73,0.69
1,1,2,6.45,0.544
2,1,1,19.69,3.01
1,2,1,22.73,1.013
1,1,3,10.9,0.481
2,2,1,22.99,5.747
1,3,4,7.38,0.448
2,2,1,36.82,9.736
1,3,5,41.41,0.58
2,1,2,51.5,4.411
1,2,2,17.87,1.026
1,1,1,38.63,0.47
1,1,1,50.52,1.086
1,1,3,26.64,0.613
1,2,1,17.67,1.074
1,2,2,18.03,1.102
1,2,3,41.73,1.339
2,1,1,12.95,3.071
1,1,1,18.58,0.552
2,1,1,45.59,6.197
2,2,2,27.78,5.906
1,1,4,29.42,0.797
2,2,1,6.49,4.184
1,2,3,46.89,1.378
1,1,1,5.73,0.501
1,1,2,27.27,0.816
2,2,1,33.25,7.0
1,2,4,42.75,0.639
1,1,2,20.49,0.514
3,1,2,12.97,13.883
1,3,4,24.47,0.413
2,1,4,52.32,2.83
2,1,2,36.32,6.098
3,2,1,20.98,54.275
3,1,5,40.24,18.427
3,1,4,16.83,15.475
1,3,1,21.99,0.93
2,3,2,11.93,4.541
2,1,1,30.19,5.338
2,2,1,20.96,4.708
1,1,2,20.48,0.464
3,2,2,61.92,60.383
1,2,1,15.2,0.875
1,2,2,43.44,1.868
1,1,1,17.88,0.753
1,1,2,52.39,1.218
2,2,3,11.39,6.062
1,2,2,33.9,0.905
2,3,2,21.3,5.461
2,1,2,24.52,5.008
1,3,1,27.37,1.021
2,1,5,17.33,1.712
1,1,3,27.39,0.452
2,3,2,28.95,3.699
3,2,2,9.21,21.493
1,1,2,52.03,0.806
2,2,2,36.23,6.591
1,1,1,13.49,0.443
1,3,2,69.21,1.609
2,2,1,44.87,10.576
1,2,2,59.37,3.019
2,1,1,21.31,4.361
1,1,4,22.48,0.461
1,2,1,8.06,1.256
2,1,4,32.09,2.399
1,1,2,14.14,0.586
1,2,3,32.4,0.776
1,2,4,24.47,0.513
2,1,1,11.95,4.508
1,2,1,23.81,0.999
1,3,4,28.11,0.465
1,1,1,22.89,0.576
1,1,1,30.31,0.855
3,1,2,19.29,17.819
1,1,1,1.29,0.503
1,2,1,35.6,1.044
2,1,2,2.1,2.052
1,2,4,25.31,0.636
1,2,1,68.63,5.877
1,1,4,62.31,0.869
1,1,2,34.86,0.531
2,1,3,26.81,2.981
2,1,4,40.3,3.267
3,1,2,35.47,11.848
2,1,4,4.7,1.546
1,1,1,14.59,0.668
1,2,4,23.81,0.628
2,1,4,17.58,2.648
3,1,2,41.45,29.317
2,1,2,8.13,2.981
1,1,3,5.5,0.726
2,2,5,15.37,4.272
2,1,2,66.14,4.923
3,2,2,28.83,27.023
2,1,1,43.16,3.538
1,1,1,44.06,1.322
1,3,1,26.63,1.024
1,1,2,14.72,0.48
1,1,1,62.75,1.014
3,2,3,28.58,27.824
1,2,4,34.54,0.943
1,1,1,33.53,0.93
1,2,1,53.69,2.057
2,1,4,47.12,4.753
1,3,5,13.73,0.333
1,1,3,18.97,0.776
2,1,1,14.28,3.197
1,1,2,18.73,0.575
1,2,3,63.06,2.582
1,1,2,26.26,0.676
1,2,1,35.22,1.449
2,2,1,16.97,6.884
2,1,1,13.1,3.702
1,2,3,74.42,1.838
3,2,1,40.78,67.628
2,3,1,12.71,5.327
1,1,3,30.67,0.615
1,2,3,29.31,1.317
1,3,1,47.18,0.982
2,1,2,28.66,2.246
1,2,1,17.28,1.647
1,1,3,52.17,0.462
2,3,1,60.58,10.25
2,2,1,38.2,7.522
2,3,2,31.83,3.628
2,2,1,41.46,5.929
1,1,3,26.09,0.445
2,2,3,28.01,5.092
1,2,1,38.6,1.296
1,2,2,11.89,0.851
3,1,1,11.08,16.829
1,1,2,18.52,0.652
1,2,1,32.81,1.262
2,1,4,59.11,2.424
1,2,2,18.64,1.27
1,3,5,62.02,0.884
2,1,1,42.47,4.316
2,1,1,40.88,3.672
2,3,1,29.22,3.059
1,1,5,38.7,0.403
1,3,2,19.96,1.07
2,1,1,36.56,3.752
1,1,4,18.08,0.345
1,1,2,11.2,0.627
1,1,1,14.19,0.663
1,3,1,11.21,0.995
1,2,3,13.54,0.771
2,1,2,33.96,2.637
3,1,1,37.35,20.063
1,2,1,10.53,1.144
2,1,1,31.1,4.493
1,1,2,24.94,0.474
1,2,1,23.0,1.185
2,1,1,30.03,2.966
1,1,3,43.6,0.661
3,1,5,25.95,7.56
1,1,1,25.08,0.665
1,1,3,43.83,0.802
1,1,2,45.24,1.061
1,1,2,0.49,0.442
2,3,1,23.08,6.189
2,1,5,39.88,3.049
1,2,1,32.57,0.762
1,1,5,24.73,0.225
2,1,3,30.73,3.73
2,1,3,39.49,1.846
1,2,1,34.02,1.893
1,1,2,20.66,0.932
1,1,3,23.59,0.961
1,2,4,45.12,1.054
1,1,1,12.68,0.456
1,3,2,35.62,0.499
1,1,1,8.46,0.635
1,3,3,38.31,0.546
1,2,3,41.79,1.086
3,1,3,47.13,6.354
1,1,1,11.0,0.903
1,3,1,26.19,1.089
1,1,3,42.79,1.163
1,1,1,10.0,0.731
2,1,2,50.98,2.718
1,1,2,16.94,0.714
1,2,2,17.83,1.044
3,1,2,9.71,14.18
2,3,4,46.96,2.83
2,1,2,29.47,3.141
1,2,3,27.24,1.017
1,3,5,20.81,0.41
2,1,2,61.64,4.985
1,2,2,24.52,1.626
2,1,2,19.13,3.421
2,1,1,1.6,3.292
1,1,1,33.05,0.699
1,1,2,44.73,0.673
1,1,1,31.05,0.989
1,1,1,39.12,0.636
2,1,3,24.61,2.163
2,3,1,18.21,3.761
1,3,1,19.6,1.474
2,2,2,3.86,4.281
1,1,1,44.12,1.291
2,3,1,36.46,4.91
1,3,3,12.57,0.467
2,2,1,8.64,5.178
2,2,2,30.46,6.282
1,1,2,38.55,1.107
1,3,2,46.33,0.699
2,1,3,19.89,3.418
1,2,1,17.35,1.539
2,1,3,11.26,3.574
3,1,4,4.77,8.31
2,3,3,46.56,5.668
1,2,1,23.39,2.14
2,2,1,32.82,7.719
3,1,4,31.51,11.832
1,1,1,12.25,0.801
1,1,2,62.34,1.086
1,3,4,11.96,0.574
2,1,1,13.42,2.609
1,1,1,13.51,0.701
1,1,1,54.22,0.791
1,1,5,21.59,0.409
2,1,2,21.0,2.792
1,2,4,33.91,0.571
2,3,2,28.47,5.189
2,1,3,23.09,3.089
3,1,3,28.52,11.452
2,3,1,34.13,6.584
1,1,1,23.72,0.815
2,2,1,20.22,6.981
1,1,1,44.52,0.719
3,1,1,15.55,14.667
1,1,3,8.19,0.409
2,1,2,14.32,2.683
2,1,1,35.97,4.455
1,1,4,25.2,0.349
2,1,2,7.38,3.601
1,3,4,13.47,1.064
1,1,1,53.69,1.042
1,1,1,34.34,0.686
1,1,4,6.25,0.354
1,1,1,37.5,1.26
3,1,2,9.15,12.096
1,1,1,46.85,1.164
1,2,4,35.33,0.872
2,1,1,43.06,4.803
2,1,1,17.37,4.16
1,2,2,46.15,1.309
3,1,5,22.28,7.167
1,2,1,26.69,0.959
1,3,1,37.43,0.823
1,1,3,22.75,0.629
2,1,1,41.77,4.137
1,2,1,29.23,1.416
1,2,3,31.48,1.671
2,3,1,64.9,20.28
1,2,2,5.29,0.716
1,1,1,47.51,0.652
2,3,3,46.18,3.632
2,1,2,48.54,6.427
1,1,2,11.79,0.629
1,3,3,38.81,1.015
3,2,2,58.75,56.381
1,1,1,29.09,0.594
1,1,2,14.73,0.663
1,1,1,64.39,1.343
1,2,3,26.31,0.774
3,3,4,52.08,33.666
1,2,1,11.29,1.594
1,2,2,53.42,2.363
1,2,1,12.8,1.196
1,1,1,22.24,0.649
1,1,1,37.86,0.844
3,1,1,7.16,17.448
2,1,4,24.07,2.034
1,1,2,14.67,0.639
1,3,5,36.83,0.402
1,1,1,7.64,0.817
1,1,3,29.34,0.442
1,3,1,15.56,0.98
1,2,1,16.56,1.597
2,1,2,40.97,2.77
2,1,2,27.7,4.217
1,2,2,14.05,0.935
3,1,4,14.04,9.496
1,1,2,12.13,0.685
1,2,4,38.75,1.133
2,1,1,26.91,4.708
1,2,4,32.54,0.74
1,1,1,21.42,0.565
2,3,2,30.46,4.712
1,3,2,27.42,1.418
2,1,4,27.25,2.053
1,1,1,6.04,0.809
2,1,1,43.06,3.545
1,2,4,42.06,1.456
1,1,1,21.43,0.48
1,2,3,31.59,1.162
2,3,1,3.16,5.071
1,1,1,52.62,0.758
2,1,3,27.64,4.244
1,1,1,24.3,0.556
1,1,1,19.15,0.883
1,3,1,25.16,0.824
1,1,2,43.47,0.586
3,2,1,6.48,25.033
1,1,1,7.97,0.911
2,1,4,24.03,2.516
1,1,1,41.49,1.086
1,3,1,31.12,0.984
2,3,2,28.89,4.653
2,1,1,15.62,3.622
2,2,3,3.42,5.847
1,1,3,18.79,0.522
2,1,5,12.82,1.882
2,1,3,31.98,2.59
1,1,3,35.25,0.653
2,2,1,27.61,6.042
1,1,1,9.96,0.798
2,2,2,35.52,6.424
3,3,3,8.37,16.809
3,1,1,25.86,11.217
2,2,4,9.37,4.564
2,3,2,48.19,5.793
2,1,1,24.27,3.134
1,1,3,6.14,0.758
1,1,1,21.73,0.572
1,1,1,26.51,0.588
1,3,1,14.38,1.011
3,1,2,50.58,9.391
2,1,3,17.04,2.111
1,1,1,27.59,0.526
1,1,1,13.68,0.628
2,3,2,10.69,3.651
1,2,2,5.29,0.963
2,2,2,16.65,5.052
3,1,2,34.23,12.929
1,3,1,53.64,1.582
1,3,4,18.36,0.558
1,3,4,47.19,0.861
1,3,2,14.3,0.535
1,2,1,29.07,1.832
1,2,1,27.4,0.675
1,1,2,8.99,0.634
1,1,3,37.13,0.768
1,2,2,23.73,1.423
2,1,4,16.33,2.653
1,2,1,19.98,1.133
2,2,1,20.35,6.361
1,2,2,32.66,1.108
1,1,1,7.85,0.91
1,3,2,34.25,0.683
2,1,3,4.68,2.181
1,2,1,11.01,1.045
1,1,2,37.69,0.62
1,3,4,24.01,0.702
3,2,1,21.91,47.516
1,3,3,2.25,0.876
1,1,2,39.94,0.619
2,3,1,18.5,4.679
1,1,1,34.26,0.614
1,1,1,5.41,0.586
2,1,3,6.89,3.298
1,2,2,13.87,0.626
1,3,1,14.82,0.833
1,2,2,34.96,1.851
1,1,2,10.18,0.729
3,1,2,59.94,24.797
2,1,2,10.27,4.607
1,1,1,25.79,0.443
1,2,2,63.43,1.136
2,1,1,26.54,3.948
2,2,1,34.57,10.872
1,1,2,2.74,0.988
2,1,1,29.55,3.061
1,1,1,42.75,0.927
2,1,3,27.94,2.872
1,2,3,55.13,1.189
1,2,4,7.57,0.6
2,3,3,46.66,10.324
2,1,1,30.62,4.163
1,1,1,76.12,1.8
1,1,2,57.31,1.772
2,3,3,48.92,5.759
1,2,1,59.9,2.509
1,3,3,24.75,0.636
2,1,3,19.06,1.897
1,2,2,46.17,1.559
1,2,1,3.52,1.412
1,1,2,35.66,0.873
3,1,1,11.33,20.372
1,1,1,43.97,0.924
2,1,1,57.14,2.786
3,1,1,10.61,17.583
2,2,1,6.48,6.303
1,1,2,27.54,0.784
1,2,1,15.9,1.684
1,1,3,16.27,0.613
1,1,4,8.4,0.433
3,2,1,28.76,37.072
2,1,3,8.62,1.861
1,1,4,22.45,0.439
1,2,1,25.04,1.144
2,1,1,15.67,2.739
1,1,2,20.49,0.428
2,1,1,28.09,4.742
1,2,5,26.42,0.435
2,2,3,14.88,3.643
2,1,1,3.84,2.801
1,2,2,19.21,0.91
1,2,1,46.69,2.022
2,3,2,28.54,6.147
1,1,3,24.36,0.812
1,2,2,48.76,1.339
1,1,1,31.95,0.689
1,1,2,24.22,0.707
2,2,1,42.96,6.539
1,1,1,33.74,0.493
1,1,1,60.76,1.209
2,2,1,54.94,18.259
1,1,5,34.83,0.716
1,3,2,6.29,0.663
2,3,1,59.51,8.171
2,1,3,19.2,2.808
1,3,1,10.02,0.655
2,2,2,31.39,5.301
1,2,3,43.08,1.211
1,1,2,28.03,0.834
3,3,1,12.58,15.662
2,2,4,53.76,4.49
1,3,2,8.83,1.072
1,2,4,35.33,0.747
1,1,1,51.74,1.091
1,3,2,10.16,1.011
2,1,2,34.46,2.282
2,3,1,39.5,7.414
1,1,2,36.29,1.378
1,1,2,36.43,0.625
1,3,1,47.8,0.902
1,1,2,16.04,0.431
2,3,3,44.13,3.974
1,1,5,50.61,0.402
1,2,1,41.96,2.016
2,2,4,25.39,4.149
3,1,2,20.19,18.14
1,3,1,20.16,0.868
1,1,2,20.1,0.759
1,3,2,16.93,1.118
1,3,4,7.28,0.585
1,2,3,47.59,2.182
2,3,5,31.0,2.895
1,2,1,24.53,1.314
1,3,1,33.57,0.848
2,2,3,17.76,4.182
1,2,4,29.68,1.043
2,3,3,16.73,4.222
2,1,1,13.71,2.698
2,1,1,43.49,4.173
2,3,1,22.61,4.595
2,2,2,19.18,3.341
2,1,1,24.31,3.667
1,1,5,36.92,0.523
1,2,1,42.15,1.035
1,1,1,8.6,0.701
1,2,2,8.92,0.708
1,1,4,41.25,0.924
1,1,1,32.59,0.737
1,3,2,35.32,0.648
1,1,1,37.31,1.229
1,3,1,27.72,1.08
2,2,1,12.37,6.256
1,3,3,19.73,0.794
2,2,4,18.97,5.253
1,1,2,24.3,0.598
2,1,3,20.02,2.546
2,3,2,25.6,2.785
1,2,1,21.14,1.087
3,1,4,32.28,19.72
1,3,4,14.26,0.502
1,1,2,23.54,0.507
2,1,1,20.01,2.404
1,1,1,22.48,0.585
1,3,1,10.94,0.919
1,1,4,3.81,0.534
1,3,1,15.93,1.421
1,1,5,36.7,0.452
1,1,4,38.03,1.084
1,1,3,40.37,0.752
2,3,4,9.47,2.995
1,1,2,17.88,0.648
1,3,2,39.32,1.073
2,1,1,16.54,4.488
1,3,1,2.93,0.827
1,1,2,44.14,0.666
2,2,2,17.03,5.307
3,1,4,9.57,9.542
1,1,1,25.38,0.789
1,3,1,31.65,1.396
2,1,3,5.46,2.906
2,3,1,35.44,6.069
1,2,1,8.29,1.856
1,2,3,17.29,0.93
1,1,1,43.06,0.92
1,3,2,32.17,1.107
3,3,1,37.89,20.017
2,3,2,17.91,3.994
1,1,4,33.57,0.43
2,1,1,29.16,3.633
2,3,3,14.1,3.296
1,2,5,46.29,1.323
2,1,1,33.4,6.06
1,1,1,45.12,1.788
1,1,3,28.38,0.55
1,2,2,44.02,1.451
1,1,4,2.88,0.279
3,1,4,26.09,11.875
1,1,5,20.89,0.351
1,1,1,11.92,0.604
1,1,5,42.27,0.556
1,1,1,6.41,0.558
1,2,2,25.07,1.059
2,3,1,24.03,5.418
1,1,1,35.52,0.576
1,3,3,24.17,0.628
2,2,1,78.66,15.705
1,3,3,11.27,0.704
2,1,1,29.37,2.447
1,2,4,27.86,0.783
1,2,4,3.32,0.807
2,3,4,41.68,2.728
2,1,3,40.37,2.647
2,1,1,12.66,3.424
1,3,2,27.79,1.03
1,1,1,31.36,0.639
2,3,1,39.38,6.972
1,1,1,25.44,0.51
2,1,4,45.64,3.68
1,1,3,30.93,0.648
2,2,2,52.9,13.72
1,2,1,42.98,1.454
1,3,2,12.23,1.231
1,2,5,41.9,0.619
1,2,1,54.85,1.36
2,2,1,18.0,5.145
1,1,3,22.74,0.527
1,2,2,29.84,1.672
2,3,2,24.35,3.216
2,3,2,4.22,3.173
1,1,1,34.65,0.766
3,1,1,10.38,12.705
1,2,2,11.61,1.046
2,2,2,30.73,4.0
1,1,1,10.42,0.471
1,3,4,18.57,0.573
1,1,2,33.36,0.75
1,1,4,79.26,0.797
1,2,2,32.41,1.055
1,2,3,57.1,1.047
2,3,2,53.25,7.976
1,1,1,13.02,0.533
1,1,1,28.56,0.768
3,3,1,58.0,21.615
2,1,2,37.83,3.042
3,1,2,46.53,20.627
1,2,1,70.21,2.234
1,3,2,17.57,1.03
1,3,1,71.55,1.679
1,3,5,45.02,0.565
1,1,3,26.34,0.722
2,3,5,6.15,1.935
2,1,4,14.93,2.035
2,1,3,20.29,2.776
1,1,1,11.54,0.981
2,1,3,45.81,5.433
1,1,2,17.67,0.565
3,3,2,32.52,39.475
1,3,3,1.01,0.636
1,1,2,36.8,0.938
1,1,2,22.31,0.527
2,1,2,19.86,2.007
3,2,3,11.57,21.523
2,3,2,36.48,3.958
2,2,3,54.04,6.244
3,1,2,41.29,10.737
2,3,1,16.1,3.483
1,2,2,20.0,0.853
2,2,5,46.37,5.536
1,1,1,12.15,0.563
1,2,2,10.2,0.913
1,1,2,28.87,0.855
1,1,2,9.61,0.569
3,2,3,26.75,20.138
3,1,1,15.12,15.905
1,2,4,37.47,0.686
2,2,2,41.8,5.59
1,1,3,6.55,0.759
1,1,1,29.98,1.128
1,3,4,22.59,0.778
1,1,2,40.48,0.752
1,1,2,19.93,0.62
1,1,1,39.9,1.868
1,1,4,15.63,0.381
1,1,4,43.05,0.293
3,2,2,8.29,34.036
1,2,2,16.86,0.819
1,1,2,24.42,0.562
1,1,2,13.15,0.599
1,3,3,47.12,0.668
1,3,1,24.74,2.113
1,1,2,28.02,0.654
2,2,3,22.27,8.515
1,3,2,13.23,1.228
2,3,4,28.64,3.317
1,1,3,33.0,0.676
1,2,1,24.13,1.729
1,2,2,46.74,1.991
1,2,2,14.86,1.102
1,3,1,54.82,0.637
1,1,3,50.16,0.503
1,1,3,23.35,0.475
2,2,3,21.9,5.031
1,3,2,5.99,0.664
1,3,3,57.89,1.511
2,1,1,3.66,4.04
1,3,3,8.33,0.595
2,1,3,14.78,1.679
3,3,1,3.4,16.042
3,2,2,49.29,47.501
1,1,1,59.47,1.066
1,1,1,11.98,0.631
2,1,2,21.48,2.965
2,1,2,20.22,3.356
2,1,2,12.76,2.195
1,3,3,30.44,0.587
1,1,2,18.9,0.702
1,3,1,21.32,1.088
1,1,1,38.95,0.739
1,2,2,49.15,1.576
3,2,4,8.72,16.429
1,1,1,46.36,0.631
2,1,2,39.72,3.843
3,2,1,46.72,44.004
1,1,1,16.9,0.816
1,1,2,23.61,0.624
2,2,2,25.97,4.973
1,1,2,27.9,0.594
1,1,1,15.78,0.625
2,1,1,20.71,3.275
2,2,1,15.36,6.246
2,3,3,38.4,3.155
3,1,1,32.93,25.873
1,2,1,23.16,1.062
2,1,1,5.09,2.563
2,3,2,43.41,3.451
2,3,4,29.28,1.937
2,1,2,42.55,3.214
2,1,3,6.49,2.264
2,2,1,25.77,6.557
1,2,5,43.98,0.779
2,2,1,18.39,7.993
1,1,1,21.86,0.445
1,1,4,18.56,0.442
2,1,4,66.75,4.296
2,2,2,5.09,3.728
1,2,1,19.87,1.112
1,1,1,57.12,0.537
1,3,2,29.94,0.834
1,3,1,19.12,0.594
1,3,2,21.02,0.892
3,2,2,12.4,21.002
1,2,1,43.08,1.83
3,2,1,59.93,33.38
1,1,2,28.47,0.706
2,2,3,36.36,4.719
1,2,2,27.73,1.235
2,2,2,12.13,4.343
2,2,1,41.2,8.992
2,1,1,24.76,3.848
3,2,4,4.48,27.932
1,1,3,53.5,0.721
1,3,4,17.56,0.544
1,3,2,22.68,1.477
2,2,1,53.77,11.127
1,1,3,12.42,0.702
1,1,2,19.26,0.669
1,3,1,24.45,0.947
1,1,3,24.32,0.277
2,3,2,34.98,4.377
2,1,1,7.17,3.203
2,3,1,15.28,5.115
2,1,1,22.5,3.083
2,2,1,14.65,5.956
1,1,1,15.55,0.708
3,3,3,35.26,14.405
1,2,3,11.45,1.271
2,2,1,21.73,5.372
2,1,5,45.78,3.05
1,2,3,23.81,0.618
1,1,3,46.28,0.635
1,1,1,50.35,1.483
1,1,1,25.69,0.659
3,2,3,19.82,24.771
1,3,1,19.29,1.373
1,1,2,17.66,0.346
1,3,2,7.04,0.738
1,1,4,25.91,0.442
1,2,3,37.73,1.573
1,2,2,49.55,1.706
1,3,4,35.02,0.62
1,1,4,29.26,0.416
1,2,4,45.87,0.908
1,2,1,7.31,1.273
2,3,2,59.49,9.043
1,3,3,55.66,1.462
1,1,2,27.23,0.751
3,3,3,22.14,19.119
1,3,2,30.57,0.703
1,1,1,43.61,0.718
2,2,2,34.77,6.066
1,1,1,45.51,0.681
2,1,3,8.95,1.378
2,1,1,44.42,8.429
3,1,4,17.58,9.403
3,2,1,18.56,31.877
1,3,2,62.05,1.445
2,1,3,46.85,3.61
1,1,4,25.79,0.481
2,1,2,37.38,3.162
1,2,1,29.85,1.577
1,1,2,21.28,0.476
1,2,2,23.88,0.779
1,1,1,28.82,0.685
1,2,1,33.77,2.045
1,2,4,7.52,0.763
3,3,2,34.48,20.199
1,2,1,6.28,1.283
2,3,3,78.95,7.667
2,1,2,25.12,2.537
2,2,1,18.91,7.261
1,1,2,4.43,0.791
2,3,1,28.46,6.378
2,2,3,21.25,6.197
2,2,2,39.45,10.308
3,3,1,12.12,19.188
1,1,1,25.17,0.681
1,1,3,27.18,0.546
2,1,1,29.65,4.181
1,1,1,22.16,0.664
2,2,3,13.77,5.402
1,1,5,49.84,0.657
1,1,1,1.28,0.559
1,1,1,35.66,0.702
1,1,1,23.33,0.678
3,1,1,54.87,27.474
1,2,1,14.25,1.571
2,1,1,22.77,2.714
1,3,1,50.04,1.434
3,1,1,19.83,17.545
1,1,2,21.13,0.5
1,1,1,39.69,0.555
1,1,1,70.95,1.394
1,3,1,10.55,0.711
3,2,4,32.06,14.424
3,1,1,23.21,14.938
1,3,1,13.15,0.974
1,2,1,20.59,1.009
1,2,3,22.19,0.982
1,1,2,46.53,0.957
1,1,1,60.51,1.731
1,1,1,45.35,1.637
2,1,2,26.08,3.966
2,3,1,24.58,5.193
1,1,4,15.31,0.585
1,1,1,26.9,0.822
1,2,1,15.13,1.51
1,2,2,25.45,1.5
1,2,1,49.9,2.33
2,1,2,29.43,4.428
1,1,3,21.84,0.548
2,1,3,7.54,2.04
2,2,2,34.77,10.425
3,1,1,53.68,20.19
2,3,2,19.31,4.836
1,1,3,23.64,0.419
1,3,1,14.91,0.625
1,3,1,38.04,0.683
3,2,2,2.75,25.693
3,2,1,9.2,33.57
1,1,1,25.41,0.678
1,1,1,15.09,0.568
1,2,2,37.63,1.539
1,1,2,25.13,0.72
3,2,2,41.15,26.633
1,1,1,18.99,0.692
1,1,1,16.26,0.647
1,1,1,47.42,1.082
1,3,1,38.14,1.497
1,2,3,39.02,0.805
2,2,1,23.71,4.915
1,2,1,53.15,2.393
1,3,1,33.94,1.325
1,1,3,53.82,0.578
1,3,2,26.42,0.94
1,1,1,8.97,0.617
1,2,1,10.67,1.435
1,3,1,20.03,0.57
1,3,2,30.16,0.699
2,2,1,25.42,4.997
2,2,2,85.06,17.839
3,1,3,34.35,18.466
1,1,3,18.16,0.35
2,2,1,23.99,6.124
2,2,2,19.1,4.477
1,1,5,25.27,0.669
1,1,2,19.68,0.505
1,2,2,14.78,0.932
2,1,2,22.96,4.284
1,1,1,16.55,0.728
1,2,1,37.96,1.935
3,1,1,35.1,21.745
1,3,3,4.38,0.323
3,2,2,14.03,24.32
2,1,2,29.35,3.753
2,1,1,11.29,2.321
2,1,2,28.29,3.292
1,3,3,32.6,0.609
2,1,5,18.41,1.684
2,2,1,17.59,8.289
2,2,1,22.06,6.204
1,1,1,38.02,0.705
1,1,2,21.62,0.602
1,1,3,31.65,0.518
1,3,1,57.5,2.658
1,3,4,42.76,0.769
2,3,4,70.96,4.759
2,1,1,22.05,4.139
2,2,1,14.34,4.456
1,2,2,66.64,2.31
1,3,2,30.19,1.132
1,2,2,19.13,0.782
1,1,2,50.06,0.997
1,1,3,13.1,0.492
1,3,4,57.43,1.232
1,2,1,12.66,0.95
1,1,2,13.85,0.573
1,3,4,13.24,0.603
1,2,3,8.24,0.935
1,1,1,41.33,1.282
2,1,1,46.14,3.183
1,1,2,35.7,0.655
1,2,2,49.99,1.592
1,2,1,48.38,2.769
3,3,1,42.44,31.755
1,1,4,8.51,0.491
2,1,1,24.97,2.832
1,1,3,4.91,0.426
2,1,3,23.66,2.798
2,2,2,41.09,5.958
1,2,3,19.2,1.134
2,3,2,16.56,3.263
1,2,2,13.89,0.933
2,1,1,23.74,4.526
1,1,1,62.48,1.29
1,2,3,12.78,0.968
3,2,2,41.18,27.269
2,1,2,8.6,1.999
1,3,2,43.53,0.972
3,3,2,48.47,40.881
1,2,3,40.91,1.244
1,1,2,50.96,0.979
2,1,2,32.36,3.859
1,2,1,40.54,1.516
1,1,3,54.53,1.097
2,1,1,11.84,4.122
1,2,4,34.72,1.1
1,1,1,5.76,0.508
1,1,2,1.97,0.508
2,1,3,26.69,2.381
1,1,4,26.83,0.399
1,1,3,36.81,0.494
2,3,3,7.28,3.461
1,1,1,41.74,0.873
1,1,1,32.01,0.626
2,1,1,22.04,2.089
2,1,1,47.16,7.253
1,1,3,26.48,0.576
2,1,5,42.36,1.842
2,3,1,32.5,4.958
1,3,3,8.0,0.704
2,1,3,5.56,3.111
2,1,1,18.19,2.774
2,2,3,32.98,3.824
1,2,5,2.59,0.634
2,1,1,35.08,3.334
3,3,2,29.28,30.796
1,1,1,14.7,0.719
2,3,3,38.62,4.175
2,3,2,40.53,6.31
2,3,2,34.96,4.741
3,1,1,6.36,17.14
1,1,3,41.52,0.75
1,1,1,10.6,0.787
1,2,4,34.36,1.402
1,1,2,68.63,1.467
1,1,2,15.49,0.857
2,1,2,39.12,3.267
3,1,3,19.36,16.629
1,3,1,45.06,1.897
2,3,1,15.62,5.063
1,1,2,26.68,0.728
1,1,2,9.91,0.485
1,2,1,23.59,1.356
1,1,1,26.15,0.649
1,1,1,13.14,0.691
2,1,3,25.94,2.48
2,1,1,15.95,3.364
1,1,4,46.0,0.57
1,2,1,33.31,1.128
1,3,1,16.65,1.032
3,3,1,28.98,31.664
3,2,3,3.58,24.547
1,1,2,40.94,0.523
1,3,3,31.53,0.726
1,2,1,29.01,1.774
2,2,1,25.42,6.282
1,1,1,11.38,0.747
1,2,1,14.62,0.898
1,2,1,6.65,1.577
1,2,2,33.24,1.462
